bc_id,short_name,ncit_code,ncit_dec_code
C209684,Indian Health Service Insurance Indicator,C209684,C25372
C41184,Indication,C41184,
C25180,Indicator,C25180,
C91372,Indirect Antiglobulin Test,C91372,C93566
C91372,Indirect Antiglobulin Test,C91372,C82515
C91372,Indirect Antiglobulin Test,C91372,C70856
C91372,Indirect Antiglobulin Test,C91372,C70713
C189355,Individual Surgically Sterile Indicator,C189355,C70856
C189355,Individual Surgically Sterile Indicator,C189355,C82515
C156588,Induced Abortion Indicator,C156588,C82515
C156588,Induced Abortion Indicator,C156588,C70856
C122196,Induration Longest Diameter,C122196,C82515
C122196,Induration Longest Diameter,C122196,C82535
C122196,Induration Longest Diameter,C122196,C70856
C122196,Induration Longest Diameter,C122196,C25185
C122196,Induration Longest Diameter,C122196,C13717
C122196,Induration Longest Diameter,C122196,C42578
C122196,Induration Longest Diameter,C122196,C82546
C171513,Infant Less Than One Year Indicator,C171513,C70856
C171513,Infant Less Than One Year Indicator,C171513,C82515
C171513,Infant Less Than One Year Indicator,C171513,C25372
C189356,Infertility Indicator,C189356,C70856
C189356,Infertility Indicator,C189356,C82515
C171512,Infiltrates Indicator,C171512,C82515
C171512,Infiltrates Indicator,C171512,C70856
C176287,Information Source for Cause of Death,C176287,C82515
C176287,Information Source for Cause of Death,C176287,C70856
C16735,Informed Consent,C16735,C25372
C16735,Informed Consent,C16735,C25692
C16735,Informed Consent,C16735,C82517
C16735,Informed Consent,C16735,C82977
C16735,Informed Consent,C16735,C82571
C111362,Inspiratory Capacity,C111362,C70856
C111362,Inspiratory Capacity,C111362,C44279
C111362,Inspiratory Capacity,C111362,C82515
C112321,Inspiratory Capacity Reversibility,C112321,C82515
C112321,Inspiratory Capacity Reversibility,C112321,C70856
C111237,Inspiratory Reserve Volume,C111237,C70856
C111237,Inspiratory Reserve Volume,C111237,C44279
C111237,Inspiratory Reserve Volume,C111237,C82515
C124423,Inspiratory Vital Capacity,C124423,C44279
C124423,Inspiratory Vital Capacity,C124423,C70856
C124423,Inspiratory Vital Capacity,C124423,C82515
C74834,Interleukin 6 Measurement,C74834,C70713
C74834,Interleukin 6 Measurement,C74834,C82515
C74834,Interleukin 6 Measurement,C74834,C70856
C74834,Interleukin 6 Measurement,C74834,C48207
C64805,International Normalized Ratio of Prothrombin Time,C64805,C82515
C64805,International Normalized Ratio of Prothrombin Time,C64805,C70856
C64805,International Normalized Ratio of Prothrombin Time,C64805,C93566
C64805,International Normalized Ratio of Prothrombin Time,C64805,C42574
C64805,International Normalized Ratio of Prothrombin Time,C64805,C70713
C41255,Interpretation,C41255,C70856
C41255,Interpretation,C41255,C82515
C209687,Intersex Diagnosis Indicator,C209687,C82515
C209687,Intersex Diagnosis Indicator,C209687,C70856
C209687,Intersex Diagnosis Indicator,C209687,C25372
C71465,Intervention Duration,C71465,
C98746,Intervention Model,C98746,C49691
C98746,Intervention Model,C98746,C117461
C98746,Intervention Model,C98746,C83447
C98746,Intervention Model,C98746,C117458
C98746,Intervention Model,C98746,C117460
C98746,Intervention Model,C98746,C83445
C98747,Intervention Type,C98747,C117458
C98747,Intervention Type,C98747,C49691
C98747,Intervention Type,C98747,C83445
C98747,Intervention Type,C98747,C83447
C98747,Intervention Type,C98747,C117460
C98747,Intervention Type,C98747,C117461
C111238,Intraventricular and Intraatrial Conduction ECG Assessment,C111238,C82515
C111238,Intraventricular and Intraatrial Conduction ECG Assessment,C111238,C25372
C111238,Intraventricular and Intraatrial Conduction ECG Assessment,C111238,C51824
C111238,Intraventricular and Intraatrial Conduction ECG Assessment,C111238,C62164
C111238,Intraventricular and Intraatrial Conduction ECG Assessment,C111238,C82535
C111238,Intraventricular and Intraatrial Conduction ECG Assessment,C111238,C50282
C111238,Intraventricular and Intraatrial Conduction ECG Assessment,C111238,C70856
C189353,Irregular Menstrual Periods Indicator,C189353,C82515
C189353,Irregular Menstrual Periods Indicator,C189353,C70856
C119236,Ischemic Evidence Type,C119236,C82546
C119236,Ischemic Evidence Type,C119236,C25372
C119236,Ischemic Evidence Type,C119236,C117050
C119236,Ischemic Evidence Type,C119236,C82515
C119236,Ischemic Evidence Type,C119236,C70856
C119236,Ischemic Evidence Type,C119236,C25692
C138967,Isometric Muscle Strength,C138967,
C181496,"Isometric Muscle Strength, Abduction",C181496,C82515
C181496,"Isometric Muscle Strength, Abduction",C181496,C82535
C181496,"Isometric Muscle Strength, Abduction",C181496,C25185
C181496,"Isometric Muscle Strength, Abduction",C181496,C13717
C181496,"Isometric Muscle Strength, Abduction",C181496,C25709
C181496,"Isometric Muscle Strength, Abduction",C181496,C70856
C181500,"Isometric Muscle Strength, Adduction",C181500,C70856
C181500,"Isometric Muscle Strength, Adduction",C181500,C25185
C181500,"Isometric Muscle Strength, Adduction",C181500,C25709
C181500,"Isometric Muscle Strength, Adduction",C181500,C13717
C181500,"Isometric Muscle Strength, Adduction",C181500,C82535
C181500,"Isometric Muscle Strength, Adduction",C181500,C82515
C181497,"Isometric Muscle Strength, Dorsiflexion",C181497,C25709
C181497,"Isometric Muscle Strength, Dorsiflexion",C181497,C82535
C181497,"Isometric Muscle Strength, Dorsiflexion",C181497,C82515
C181497,"Isometric Muscle Strength, Dorsiflexion",C181497,C70856
C181497,"Isometric Muscle Strength, Dorsiflexion",C181497,C25185
C181497,"Isometric Muscle Strength, Dorsiflexion",C181497,C13717
C139215,"Isometric Muscle Strength, Extension",C139215,C25185
C139215,"Isometric Muscle Strength, Extension",C139215,C70856
C139215,"Isometric Muscle Strength, Extension",C139215,C25709
C139215,"Isometric Muscle Strength, Extension",C139215,C13717
C139215,"Isometric Muscle Strength, Extension",C139215,C82535
C139215,"Isometric Muscle Strength, Extension",C139215,C82515
C181499,"Isometric Muscle Strength, External Rotation",C181499,C13717
C181499,"Isometric Muscle Strength, External Rotation",C181499,C70856
C181499,"Isometric Muscle Strength, External Rotation",C181499,C82535
C181499,"Isometric Muscle Strength, External Rotation",C181499,C25185
C181499,"Isometric Muscle Strength, External Rotation",C181499,C82515
C139216,"Isometric Muscle Strength, Flexion",C139216,C82515
C139216,"Isometric Muscle Strength, Flexion",C139216,C70856
C139216,"Isometric Muscle Strength, Flexion",C139216,C25709
C139216,"Isometric Muscle Strength, Flexion",C139216,C13717
C139216,"Isometric Muscle Strength, Flexion",C139216,C25185
C139216,"Isometric Muscle Strength, Flexion",C139216,C82535
C181498,"Isometric Muscle Strength, Internal Rotation",C181498,C82515
C181498,"Isometric Muscle Strength, Internal Rotation",C181498,C82535
C181498,"Isometric Muscle Strength, Internal Rotation",C181498,C25185
C181498,"Isometric Muscle Strength, Internal Rotation",C181498,C13717
C181498,"Isometric Muscle Strength, Internal Rotation",C181498,C70856
C112614,KFSS - Bowel and Bladder Functions,C112614,C82515
C112614,KFSS - Bowel and Bladder Functions,C112614,C25372
C112614,KFSS - Bowel and Bladder Functions,C112614,C46126
C112614,KFSS - Bowel and Bladder Functions,C112614,C91106
C112612,KFSS - Brain Stem Functions,C112612,C25372
C112612,KFSS - Brain Stem Functions,C112612,C91106
C112612,KFSS - Brain Stem Functions,C112612,C46126
C112612,KFSS - Brain Stem Functions,C112612,C82515
C112610,KFSS - Cerebellar Functions,C112610,C46126
C112610,KFSS - Cerebellar Functions,C112610,C25372
C112610,KFSS - Cerebellar Functions,C112610,C82515
C112610,KFSS - Cerebellar Functions,C112610,C91106
C112617,KFSS - Cerebral (or Mental) Functions,C112617,C82515
C112617,KFSS - Cerebral (or Mental) Functions,C112617,C25372
C112617,KFSS - Cerebral (or Mental) Functions,C112617,C91106
C112617,KFSS - Cerebral (or Mental) Functions,C112617,C46126
C113884,KFSS - Other Functions,C113884,C46126
C113884,KFSS - Other Functions,C113884,C82515
C113884,KFSS - Other Functions,C113884,C91106
C113884,KFSS - Other Functions,C113884,C25372
C113885,KFSS - Other Functions Specify,C113885,C91106
C113885,KFSS - Other Functions Specify,C113885,C82515
C113885,KFSS - Other Functions Specify,C113885,C25372
C112616,KFSS - Presence of Temporal Pallor,C112616,C91106
C112616,KFSS - Presence of Temporal Pallor,C112616,C82515
C112616,KFSS - Presence of Temporal Pallor,C112616,C25372
C112609,KFSS - Pyramidal Functions,C112609,C25372
C112609,KFSS - Pyramidal Functions,C112609,C82515
C112609,KFSS - Pyramidal Functions,C112609,C91106
C112609,KFSS - Pyramidal Functions,C112609,C46126
C112613,KFSS - Sensory Functions,C112613,C91106
C112613,KFSS - Sensory Functions,C112613,C25372
C112613,KFSS - Sensory Functions,C112613,C82515
C112613,KFSS - Sensory Functions,C112613,C46126
C112615,KFSS - Visual (or Optic) Functions,C112615,C91106
C112615,KFSS - Visual (or Optic) Functions,C112615,C25372
C112615,KFSS - Visual (or Optic) Functions,C112615,C82515
C112615,KFSS - Visual (or Optic) Functions,C112615,C46126
C112611,KFSS - Weakness Interferes With Testing,C112611,C25372
C112611,KFSS - Weakness Interferes With Testing,C112611,C91106
C112611,KFSS - Weakness Interferes With Testing,C112611,C82515
C112460,KFSS Questionnaire Question,C112460,
C100417,KPS Scale - Karnofsky Performance Status,C100417,C25372
C100417,KPS Scale - Karnofsky Performance Status,C100417,C91106
C100417,KPS Scale - Karnofsky Performance Status,C100417,C82515
C100417,KPS Scale - Karnofsky Performance Status,C100417,C46126
C100116,KPS Scale Questionnaire Question,C100116,
C100768,Karnofsky Performance Status Scale Clinical Classification,C100768,C82525
C100768,Karnofsky Performance Status Scale Clinical Classification,C100768,C25372
C100768,Karnofsky Performance Status Scale Clinical Classification,C100768,C82515
C100768,Karnofsky Performance Status Scale Clinical Classification,C100768,C82556
C64854,Ketone Measurement,C64854,C82515
C64854,Ketone Measurement,C64854,C70713
C64854,Ketone Measurement,C64854,C48207
C64854,Ketone Measurement,C64854,C93566
C64854,Ketone Measurement,C64854,C70856
C43513,Keyword,C43513,
C157250,Ki-67 Labeling Index,C157250,C25372
C157250,Ki-67 Labeling Index,C157250,C82515
C157250,Ki-67 Labeling Index,C157250,C171435
C157250,Ki-67 Labeling Index,C157250,C25692
C157250,Ki-67 Labeling Index,C157250,C70713
C157250,Ki-67 Labeling Index,C157250,C82535
C157250,Ki-67 Labeling Index,C157250,C117062
C157250,Ki-67 Labeling Index,C157250,C48570
C157250,Ki-67 Labeling Index,C157250,C70856
C84372,Knee to Heel Length Measurement,C84372,C82515
C84372,Knee to Heel Length Measurement,C84372,C42578
C84372,Knee to Heel Length Measurement,C84372,C70856
C70772,Knowledge Field,C70772,
C112522,Kurtzke Functional Systems Scores Clinical Classification,C112522,C82515
C112522,Kurtzke Functional Systems Scores Clinical Classification,C112522,C25372
C112522,Kurtzke Functional Systems Scores Clinical Classification,C112522,C82525
C112522,Kurtzke Functional Systems Scores Clinical Classification,C112522,C82556
C119232,Lab Findings of New or Worsening Heart Failure,C119232,C117050
C119232,Lab Findings of New or Worsening Heart Failure,C119232,C82546
C119232,Lab Findings of New or Worsening Heart Failure,C119232,C25372
C119232,Lab Findings of New or Worsening Heart Failure,C119232,C25692
C119232,Lab Findings of New or Worsening Heart Failure,C119232,C70856
C119232,Lab Findings of New or Worsening Heart Failure,C119232,C82515
C36292,Laboratory Test Result,C36292,
C48226,Lack of Efficacy [RETIRED],C48226,
C64855,Lactate Dehydrogenase Measurement,C64855,C82515
C64855,Lactate Dehydrogenase Measurement,C64855,C70856
C64855,Lactate Dehydrogenase Measurement,C64855,C70713
C64855,Lactate Dehydrogenase Measurement,C64855,C67365
C64855,Lactate Dehydrogenase Measurement,C64855,C93566
C81257,Last Menstrual Period,C81257,C82515
C81257,Last Menstrual Period,C81257,C70856
C50282,Lead Device,C50282,
C71258,Lean Body Mass,C71258,C48208
C71258,Lean Body Mass,C71258,C70856
C71258,Lean Body Mass,C71258,C82515
C139219,Lean Body Mass to Total Body Mass Ratio Measurement,C139219,C70856
C139219,Lean Body Mass to Total Body Mass Ratio Measurement,C139219,C48570
C139219,Lean Body Mass to Total Body Mass Ratio Measurement,C139219,C82515
C158257,Lean Mass,C158257,C25185
C158257,Lean Mass,C158257,C13717
C158257,Lean Mass,C158257,C42579
C158257,Lean Mass,C158257,C70856
C158257,Lean Mass,C158257,C82535
C158257,Lean Mass,C158257,C82515
C199997,Lean Tissue Mass Measurement,C199997,C70856
C199997,Lean Tissue Mass Measurement,C199997,C48208
C199997,Lean Tissue Mass Measurement,C199997,C82515
C25334,Length,C25334,C82515
C25334,Length,C25334,C25185
C25334,Length,C25334,C13717
C25334,Length,C25334,C42578
C25334,Length,C25334,C70856
C94189,Lesion Identification,C94189,
C51948,Leukocyte Count,C51948,C70713
C51948,Leukocyte Count,C51948,C70856
C51948,Leukocyte Count,C51948,C82515
C51948,Leukocyte Count,C51948,C93566
C51948,Leukocyte Count,C51948,C82535
C51948,Leukocyte Count,C51948,C67391
C16795,Lifestyle,C16795,
C74949,Lipid Measurement,C74949,
C135727,Liquid Biopsy,C135727,C25692
C135727,Liquid Biopsy,C135727,C70713
C135727,Liquid Biopsy,C135727,C82515
C135727,Liquid Biopsy,C135727,C70856
C135727,Liquid Biopsy,C135727,C25372
C156589,Live Birth Indicator,C156589,C70856
C156589,Live Birth Indicator,C156589,C82515
C74954,Liver Function Test,C74954,
C86029,Living Quarters,C86029,C82515
C86029,Living Quarters,C86029,C25372
C86029,Living Quarters,C86029,C70856
C135502,Living with Subject Indicator,C135502,C25372
C135502,Living with Subject Indicator,C135502,C70856
C135502,Living with Subject Indicator,C135502,C82515
C174232,Lobar Volume,C174232,C70856
C174232,Lobar Volume,C174232,C82515
C174232,Lobar Volume,C174232,C44279
C176551,Locally Recurrent Disease,C176551,C25372
C176551,Locally Recurrent Disease,C176551,C82515
C176551,Locally Recurrent Disease,C176551,C25692
C176551,Locally Recurrent Disease,C176551,C70856
C25341,Location,C25341,
C124331,Location of Death,C124331,C82515
C124331,Location of Death,C124331,C70856
C96684,Longest Diameter,C96684,C82535
C96684,Longest Diameter,C96684,C42578
C96684,Longest Diameter,C96684,C82515
C96684,Longest Diameter,C96684,C117412
C96684,Longest Diameter,C96684,C117419
C96684,Longest Diameter,C96684,C117411
C96684,Longest Diameter,C96684,C70856
C96684,Longest Diameter,C96684,C117413
C96684,Longest Diameter,C96684,C117043
C96684,Longest Diameter,C96684,C51824
C96685,Longest Perpendicular,C96685,C51824
C96685,Longest Perpendicular,C96685,C117419
C96685,Longest Perpendicular,C96685,C117412
C96685,Longest Perpendicular,C96685,C117413
C96685,Longest Perpendicular,C96685,C82535
C96685,Longest Perpendicular,C96685,C117043
C96685,Longest Perpendicular,C96685,C70856
C96685,Longest Perpendicular,C96685,C117411
C96685,Longest Perpendicular,C96685,C42578
C96685,Longest Perpendicular,C96685,C82515
C48227,Lost To Follow-Up [RETIRED],C48227,
C105588,Low Density Lipoprotein Cholesterol Measurement,C105588,C70713
C105588,Low Density Lipoprotein Cholesterol Measurement,C105588,C82515
C105588,Low Density Lipoprotein Cholesterol Measurement,C105588,C93566
C105588,Low Density Lipoprotein Cholesterol Measurement,C105588,C48207
C105588,Low Density Lipoprotein Cholesterol Measurement,C105588,C70856
C15755,Lumpectomy,C15755,C171000
C15755,Lumpectomy,C15755,C25185
C15755,Lumpectomy,C15755,C54215
C15755,Lumpectomy,C15755,C117512
C15755,Lumpectomy,C15755,C117530
C15755,Lumpectomy,C15755,C117511
C15755,Lumpectomy,C15755,C117529
C15755,Lumpectomy,C15755,C25692
C15755,Lumpectomy,C15755,C13717
C15755,Lumpectomy,C15755,C127786
C15755,Lumpectomy,C15755,C25372
C124425,Lung Clearance Index,C124425,C70856
C124425,Lung Clearance Index,C124425,C82515
C201473,Lung Clearance Index to 2.5% Initial Concentration,C201473,C82515
C201473,Lung Clearance Index to 2.5% Initial Concentration,C201473,C70856
C201472,Lung Clearance Index to 5% Initial Concentration,C201472,C82515
C201472,Lung Clearance Index to 5% Initial Concentration,C201472,C70856
C51900,Lymph Node Biopsy,C51900,C117511
C51900,Lymph Node Biopsy,C51900,C54215
C51900,Lymph Node Biopsy,C51900,C25372
C51900,Lymph Node Biopsy,C51900,C25692
C51900,Lymph Node Biopsy,C51900,C171000
C51900,Lymph Node Biopsy,C51900,C127786
C51900,Lymph Node Biopsy,C51900,C171435
C51900,Lymph Node Biopsy,C51900,C25185
C51900,Lymph Node Biopsy,C51900,C117529
C51900,Lymph Node Biopsy,C51900,C117530
C51900,Lymph Node Biopsy,C51900,C117512
C124448,Lymph Node State,C124448,C82515
C124448,Lymph Node State,C124448,C117043
C124448,Lymph Node State,C124448,C117412
C124448,Lymph Node State,C124448,C117411
C124448,Lymph Node State,C124448,C51824
C124448,Lymph Node State,C124448,C70856
C124448,Lymph Node State,C124448,C82535
C124448,Lymph Node State,C124448,C117413
C124448,Lymph Node State,C124448,C117419
C15275,Lymphadenectomy,C15275,C117530
C15275,Lymphadenectomy,C15275,C25372
C15275,Lymphadenectomy,C15275,C25692
C15275,Lymphadenectomy,C15275,C171000
C15275,Lymphadenectomy,C15275,C127786
C15275,Lymphadenectomy,C15275,C13717
C15275,Lymphadenectomy,C15275,C54215
C15275,Lymphadenectomy,C15275,C117512
C15275,Lymphadenectomy,C15275,C117529
C15275,Lymphadenectomy,C15275,C117511
C15275,Lymphadenectomy,C15275,C25185
C51949,Lymphocyte Count,C51949,C70856
C51949,Lymphocyte Count,C51949,C67391
C51949,Lymphocyte Count,C51949,C70713
C51949,Lymphocyte Count,C51949,C82515
C51949,Lymphocyte Count,C51949,C93566
C191064,MVAI - Dominant Feature,C191064,C25372
C191064,MVAI - Dominant Feature,C191064,C91106
C191064,MVAI - Dominant Feature,C191064,C82515
C191064,MVAI - Dominant Feature,C191064,C46126
C191060,MVAI - Extension,C191060,C46126
C191060,MVAI - Extension,C191060,C82515
C191060,MVAI - Extension,C191060,C91106
C191060,MVAI - Extension,C191060,C25372
C191061,MVAI - Hyperintensity T2-weighted Images,C191061,C82515
C191061,MVAI - Hyperintensity T2-weighted Images,C191061,C25372
C191061,MVAI - Hyperintensity T2-weighted Images,C191061,C46126
C191061,MVAI - Hyperintensity T2-weighted Images,C191061,C91106
C191063,MVAI - Inflammatory Mass,C191063,C25372
C191063,MVAI - Inflammatory Mass,C191063,C91106
C191063,MVAI - Inflammatory Mass,C191063,C82515
C191063,MVAI - Inflammatory Mass,C191063,C46126
C191062,MVAI - Rectal Wall Involvement,C191062,C82515
C191062,MVAI - Rectal Wall Involvement,C191062,C25372
C191062,MVAI - Rectal Wall Involvement,C191062,C91106
C191062,MVAI - Rectal Wall Involvement,C191062,C46126
C191065,MVAI - Total Score,C191065,C25372
C191065,MVAI - Total Score,C191065,C91106
C191065,MVAI - Total Score,C191065,C46126
C191065,MVAI - Total Score,C191065,C82515
C64821,Macrocyte Count,C64821,C70713
C64821,Macrocyte Count,C64821,C93566
C64821,Macrocyte Count,C64821,C82515
C64821,Macrocyte Count,C64821,C70856
C147390,Macroscopic Blood Measurement,C147390,C48207
C147390,Macroscopic Blood Measurement,C147390,C70856
C147390,Macroscopic Blood Measurement,C147390,C93566
C147390,Macroscopic Blood Measurement,C147390,C70713
C147390,Macroscopic Blood Measurement,C147390,C82515
C64840,Magnesium Measurement,C64840,C70713
C64840,Magnesium Measurement,C64840,C93566
C64840,Magnesium Measurement,C64840,C48207
C64840,Magnesium Measurement,C64840,C70856
C64840,Magnesium Measurement,C64840,C82515
C16809,Magnetic Resonance Imaging,C16809,C171000
C16809,Magnetic Resonance Imaging,C16809,C25692
C16809,Magnetic Resonance Imaging,C16809,C25372
C16809,Magnetic Resonance Imaging,C16809,C117511
C16809,Magnetic Resonance Imaging,C16809,C127786
C16809,Magnetic Resonance Imaging,C16809,C117530
C16809,Magnetic Resonance Imaging,C16809,C117529
C16809,Magnetic Resonance Imaging,C16809,C25185
C16809,Magnetic Resonance Imaging,C16809,C13717
C16809,Magnetic Resonance Imaging,C16809,C117512
C16809,Magnetic Resonance Imaging,C16809,C54215
C161423,Malignant Disease Indicator,C161423,C70856
C161423,Malignant Disease Indicator,C161423,C82515
C199199,MammaPrint Index,C199199,C82535
C199199,MammaPrint Index,C199199,C25692
C199199,MammaPrint Index,C199199,C70713
C199199,MammaPrint Index,C199199,C82515
C199199,MammaPrint Index,C199199,C171435
C199199,MammaPrint Index,C199199,C70856
C199199,MammaPrint Index,C199199,C25372
C16818,Mammography,C16818,C117530
C16818,Mammography,C16818,C117512
C16818,Mammography,C16818,C127786
C16818,Mammography,C16818,C54215
C16818,Mammography,C16818,C13717
C16818,Mammography,C16818,C25372
C16818,Mammography,C16818,C117529
C16818,Mammography,C16818,C25185
C16818,Mammography,C16818,C117511
C16818,Mammography,C16818,C171000
C16818,Mammography,C16818,C25692
C174233,Mandibular Length,C174233,C42578
C174233,Mandibular Length,C174233,C82515
C174233,Mandibular Length,C174233,C70856
C25188,Marital Status,C25188,C25372
C25188,Marital Status,C25188,C70856
C25188,Marital Status,C25188,C82515
C154886,Mass Indicator,C154886,C82515
C154886,Mass Indicator,C154886,C70856
C154886,Mass Indicator,C154886,C13717
C154886,Mass Indicator,C154886,C25185
C112025,Mass Measurement,C112025,
C15277,Mastectomy,C15277,C117529
C15277,Mastectomy,C15277,C25185
C15277,Mastectomy,C15277,C171000
C15277,Mastectomy,C15277,C117511
C15277,Mastectomy,C15277,C117512
C15277,Mastectomy,C15277,C127786
C15277,Mastectomy,C15277,C13717
C15277,Mastectomy,C15277,C25372
C15277,Mastectomy,C15277,C25692
C15277,Mastectomy,C15277,C117530
C94525,Matted Tumor Mass Present,C94525,C117436
C94525,Matted Tumor Mass Present,C94525,C25185
C94525,Matted Tumor Mass Present,C94525,C170500
C94525,Matted Tumor Mass Present,C94525,C117043
C94525,Matted Tumor Mass Present,C94525,C82515
C94525,Matted Tumor Mass Present,C94525,C51824
C94525,Matted Tumor Mass Present,C94525,C82535
C94525,Matted Tumor Mass Present,C94525,C117442
C94525,Matted Tumor Mass Present,C94525,C54215
C94525,Matted Tumor Mass Present,C94525,C70856
C98869,Mature Plasma Cell to Total Cell Ratio Measurement,C98869,C70856
C98869,Mature Plasma Cell to Total Cell Ratio Measurement,C98869,C82515
C98869,Mature Plasma Cell to Total Cell Ratio Measurement,C98869,C48570
C98869,Mature Plasma Cell to Total Cell Ratio Measurement,C98869,C93566
C98869,Mature Plasma Cell to Total Cell Ratio Measurement,C98869,C70713
C135494,Maximal Expiratory Pressure,C135494,C70856
C135494,Maximal Expiratory Pressure,C135494,C67332
C135494,Maximal Expiratory Pressure,C135494,C82515
C135496,Maximal Inspiratory Pressure,C135496,C67332
C135496,Maximal Inspiratory Pressure,C135496,C70856
C135496,Maximal Inspiratory Pressure,C135496,C82515
C174363,"Maximal Oxygen Consumption, Estimated",C174363,C48568
C174363,"Maximal Oxygen Consumption, Estimated",C174363,C82515
C174363,"Maximal Oxygen Consumption, Estimated",C174363,C70856
C178242,Maximal Oxygen Uptake,C178242,C82515
C178242,Maximal Oxygen Uptake,C178242,C70856
C178242,Maximal Oxygen Uptake,C178242,C48568
C112333,Maximum Forced Inspiratory Flow,C112333,C48568
C112333,Maximum Forced Inspiratory Flow,C112333,C70856
C112333,Maximum Forced Inspiratory Flow,C112333,C82515
C147492,Maximum Predicted Heart Rate,C147492,C82515
C147492,Maximum Predicted Heart Rate,C147492,C73688
C147492,Maximum Predicted Heart Rate,C147492,C70856
C49679,Mean Arterial Pressure,C49679,C82515
C49679,Mean Arterial Pressure,C49679,C70856
C49679,Mean Arterial Pressure,C49679,C49669
C123564,Mean Carbon Monoxide Diffusing Capability Test,C123564,C70856
C123564,Mean Carbon Monoxide Diffusing Capability Test,C123564,C82515
C123564,Mean Carbon Monoxide Diffusing Capability Test,C123564,C44279
C120716,Mean Diameter,C120716,
C119259,Mean Heart Rate by Electrocardiogram,C119259,C73688
C119259,Mean Heart Rate by Electrocardiogram,C119259,C25372
C119259,Mean Heart Rate by Electrocardiogram,C119259,C51824
C119259,Mean Heart Rate by Electrocardiogram,C119259,C82535
C119259,Mean Heart Rate by Electrocardiogram,C119259,C82515
C119259,Mean Heart Rate by Electrocardiogram,C119259,C82516
C119259,Mean Heart Rate by Electrocardiogram,C119259,C62164
C119259,Mean Heart Rate by Electrocardiogram,C119259,C70856
C209688,Medicaid Indicator,C209688,C70856
C209688,Medicaid Indicator,C209688,C82515
C209688,Medicaid Indicator,C209688,C25372
C25305,Medical Examination Assessment,C25305,
C83118,Medical History Reported Term [RETIRED],C83118,C87897
C83118,Medical History Reported Term [RETIRED],C83118,C83118
C83118,Medical History Reported Term [RETIRED],C83118,C83346
C83118,Medical History Reported Term [RETIRED],C83118,C83143
C83118,Medical History Reported Term [RETIRED],C83118,C83067
C83118,Medical History Reported Term [RETIRED],C83118,C83018
C85522,Medical History Yes No Indicator,C85522,C85522
C85522,Medical History Yes No Indicator,C85522,C82515
C219640,Medical Procedure Yes No Indicator,C219640,C219640
C219640,Medical Procedure Yes No Indicator,C219640,C82515
C139231,"Medical Research Council Manual Muscle Test Score, Abduction",C139231,C13717
C139231,"Medical Research Council Manual Muscle Test Score, Abduction",C139231,C46126
C139231,"Medical Research Council Manual Muscle Test Score, Abduction",C139231,C91106
C139231,"Medical Research Council Manual Muscle Test Score, Abduction",C139231,C25185
C139231,"Medical Research Council Manual Muscle Test Score, Abduction",C139231,C82515
C139233,"Medical Research Council Manual Muscle Test Score, Dorsiflexion",C139233,C13717
C139233,"Medical Research Council Manual Muscle Test Score, Dorsiflexion",C139233,C46126
C139233,"Medical Research Council Manual Muscle Test Score, Dorsiflexion",C139233,C91106
C139233,"Medical Research Council Manual Muscle Test Score, Dorsiflexion",C139233,C25185
C139233,"Medical Research Council Manual Muscle Test Score, Dorsiflexion",C139233,C82515
C139235,"Medical Research Council Manual Muscle Test Score, Eversion",C139235,C82515
C139235,"Medical Research Council Manual Muscle Test Score, Eversion",C139235,C25185
C139235,"Medical Research Council Manual Muscle Test Score, Eversion",C139235,C46126
C139235,"Medical Research Council Manual Muscle Test Score, Eversion",C139235,C91106
C139235,"Medical Research Council Manual Muscle Test Score, Eversion",C139235,C13717
C139228,"Medical Research Council Manual Muscle Test Score, Extension",C139228,C46126
C139228,"Medical Research Council Manual Muscle Test Score, Extension",C139228,C82515
C139228,"Medical Research Council Manual Muscle Test Score, Extension",C139228,C13717
C139228,"Medical Research Council Manual Muscle Test Score, Extension",C139228,C25185
C139228,"Medical Research Council Manual Muscle Test Score, Extension",C139228,C91106
C139230,"Medical Research Council Manual Muscle Test Score, Flexion",C139230,C46126
C139230,"Medical Research Council Manual Muscle Test Score, Flexion",C139230,C91106
C139230,"Medical Research Council Manual Muscle Test Score, Flexion",C139230,C13717
C139230,"Medical Research Council Manual Muscle Test Score, Flexion",C139230,C25185
C139230,"Medical Research Council Manual Muscle Test Score, Flexion",C139230,C82515
C139234,"Medical Research Council Manual Muscle Test Score, Inversion",C139234,C13717
C139234,"Medical Research Council Manual Muscle Test Score, Inversion",C139234,C82515
C139234,"Medical Research Council Manual Muscle Test Score, Inversion",C139234,C25185
C139234,"Medical Research Council Manual Muscle Test Score, Inversion",C139234,C91106
C139234,"Medical Research Council Manual Muscle Test Score, Inversion",C139234,C46126
C139232,"Medical Research Council Manual Muscle Test Score, Lateral Rotation",C139232,C46126
C139232,"Medical Research Council Manual Muscle Test Score, Lateral Rotation",C139232,C13717
C139232,"Medical Research Council Manual Muscle Test Score, Lateral Rotation",C139232,C91106
C139232,"Medical Research Council Manual Muscle Test Score, Lateral Rotation",C139232,C82515
C139232,"Medical Research Council Manual Muscle Test Score, Lateral Rotation",C139232,C25185
C139229,"Medical Research Council Manual Muscle Test Score, Plantar Flexion",C139229,C91106
C139229,"Medical Research Council Manual Muscle Test Score, Plantar Flexion",C139229,C13717
C139229,"Medical Research Council Manual Muscle Test Score, Plantar Flexion",C139229,C25185
